,level_0,Unnamed: 0,index,Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors
437,437,437,443,Cresta,2000000000.0,17-03-2022,Artificial Intelligence,San Francisco,United States,North America,2017,151000000,"Andreessen Horowitz, Greylock Partners, Sequoia Capital"
438,438,438,444,Exabeam,2000000000.0,01-06-2021,Cybersecurity,Foster City,United States,North America,2013,390000000,"Norwest Venture Partners, Aspect Ventures, Lightspeed Venture Partners"
439,439,439,445,ezCater,2000000000.0,02-04-2019,"Supply chain, logistics, & delivery",Boston,United States,North America,2007,421000000,"Insight Venture Partners, ICONIQ Capital, Launchpad Venture Group"
440,440,440,446,HomeLight,2000000000.0,02-09-2021,Fintech,San Francisco,United States,North America,2012,219000000,"Zeev Ventures, Menlo Ventures,Crosslink Capital"
441,441,441,447,HoneyBook,2000000000.0,04-05-2021,Internet software & services,San Francisco,United States,North America,2013,498000000,"Norwest Venture Partners, Hillsven Capital, Aleph"
442,442,442,448,Infinidat,2000000000.0,29-04-2015,Hardware,Waltham,United States,North America,2011,325000000,"TPG Growth, Goldman Sachs"
443,443,443,449,Mercury,2000000000.0,03-07-2021,Fintech,San Francisco,United States,North America,2019,152000000,"Andreessen Horowitz, Coatue Management, Clocktower Technology Ventures"
444,444,444,450,Paxos,2000000000.0,29-04-2021,Fintech,New York,United States,North America,2012,538000000,"Liberty City Ventures, RRE Ventures, Mithril Capital Management"
445,445,445,451,SafetyCulture,2000000000.0,03-05-2021,Internet software & services,Sydney,Australia,Oceania,2004,222000000,"Blackbird Ventures, IndexVentures, Tiger Global Management"
446,446,446,452,SmartHR,2000000000.0,08-06-2021,Fintech,Tokyo,Japan,Asia,2013,190000000,"BEENEXT, World Innovation Lab, Light Street Capital"
447,447,447,453,Tonal,2000000000.0,31-03-2021,E-commerce & direct-to-consumer,San Francisco,United States,North America,2015,450000000,"Mayfield Fund, Shasta Ventures, L Catterton"
448,448,448,454,Truepill,2000000000.0,27-10-2021,Health,Hayward,United States,North America,2016,255000000,"Initialized Capital, Sound Ventures, TI Platform Management"
449,449,449,455,Unite Us,2000000000.0,16-03-2021,Health,New York,United States,North America,2014,195000000,"Insight Partners, Sequoia Capital, Index Ventures"
450,450,450,456,Verkada,2000000000.0,29-01-2020,Cybersecurity,San Mateo,United States,North America,2016,139000000,"next47, First Round Capital, Sequoia Capital"
451,451,451,457,Wayflyer,2000000000.0,01-02-2022,Fintech,Dublin,Ireland,Europe,2019,236000000,"QED Investors, DST Global, Left Lane Capital"
452,452,452,458,Zhubajie,2000000000.0,16-06-2015,Internet software & services,Chongqing,China,Asia,2006,445000000,"Cybernaut Growth Fund, IDG Capital"
453,453,453,459,Transcarent,2000000000.0,11-01-2022,Health,San Francisco,United States,North America,2020,298000000,"Alta Partners, General Catalyst, Jove Equity Partners"
454,454,454,460,Trader Interactive,2000000000.0,12-05-2021,Other,Norfolk,United States,North America,2017,624000000,Carsales
455,455,455,461,Glossier,2000000000.0,19-03-2019,Consumer & retail,New York,United States,North America,2014,266000000,"Forerunner Ventures, Institutional Venture Partners, Thrive Capital"
456,456,456,462,Hibob,2000000000.0,12-10-2021,Internet software & services,Tel Aviv,Israel,Asia,2015,274000000,"Bessemer Venture Partners, Eight Roads Ventures, Battery Ventures"
457,457,457,463,Jobandtalent,2000000000.0,01-12-2021,Internet software & services,Madrid,Spain,Europe,2009,902000000,"Kibo Ventures, SoftBank Group, Atomico"
458,458,458,464,Optimism,2000000000.0,17-03-2022,Internet software & services,San Francisco,United States,North America,2019,179000000,"Paradigm, Huobi Ventures, Andreessen Horowitz"
459,459,459,465,solarisBank,2000000000.0,13-07-2021,Fintech,Berlin,Germany,Europe,2016,403000000,"Yabeo Capital, SBI Investment, Vulcan Capital"
460,460,460,466,WEMAKEPRICE,2000000000.0,09-09-2015,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2009,397000000,"IMM Investment, NXC"
461,461,461,467,Alan,2000000000.0,19-04-2021,Fintech,Paris,France,Europe,2016,364000000,"Index Ventures, Temasek, Portag3 Ventures"
462,462,462,468,Biren Technology,2000000000.0,18-08-2020,Hardware,Shanghai,China,Asia,2019,285000000,"V FUND, IDG Capital, Green Pine Capital Partners"
463,463,463,469,Voodoo,2000000000.0,17-08-2020,Other,Paris,France,Europe,2013,517000000,"Tencent Holdings, Goldman Sachs"
464,464,464,470,Carsome,2000000000.0,12-07-2021,E-commerce & direct-to-consumer,Selangor,Malaysia,Asia,2015,577000000,"Gobi Partners, 500 Startups, Ondine Capital"
465,465,465,471,CircleCI,2000000000.0,11-05-2021,Internet software & services,San Francisco,United States,North America,2011,315000000,"Threshold Ventures, Baseline Ventures, Harrison Metal"
466,466,466,472,DealShare,2000000000.0,27-01-2022,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2018,612000000,"Alpha Wave Global, Matrix Partners India, Tiger Global Management"
467,467,467,473,DispatchHealth,2000000000.0,03-03-2021,Health,Denver,United States,North America,2013,403000000,"Alta Partners, Questa Capital, Echo Health Venturesl"
468,468,468,474,Dragos,2000000000.0,28-10-2021,Cybersecurity,Hanover,United States,North America,2016,358000000,"DataTribe, Energy Impact Partners, AllegisCyber Capital"
469,469,469,475,Gousto,2000000000.0,03-11-2020,"Supply chain, logistics, & delivery",London,United Kingdom,Europe,2012,311000000,"MMC Ventures, BGF Ventures, Unilever Ventures"
470,470,470,476,H2O.ai,2000000000.0,07-11-2021,Artificial intelligence,Mountain View,United States,North America,2011,251000000,"Nexus Venture Partners, Transamerica Ventures, Crane Venture Partners"
471,471,471,477,Harness,2000000000.0,14-01-2021,Artificial intelligence,San Francisco,United States,North America,2016,195000000,"Menlo Ventures, Alkeon Capital Management, Citi Ventures"
472,472,472,478,Harry's,2000000000.0,16-02-2018,Consumer & retail,New York,United States,North America,2013,792000000,"Thrive Capital, Tiger Global Management, Temasek"
473,473,473,479,PAX,2000000000.0,22-10-2018,Consumer & retail,San Francisco,United States,North America,2007,542000000,"Tao Capital Partners, Global Asset Capital, Tiger Global Management"
474,474,474,480,Productboard,2000000000.0,02-02-2022,Internet software & services,San Francisco,United States,North America,2014,261000000,"Index Ventures, Kleiner Perkins Caufield & Byers, Bessemer Venture Partners"
475,475,475,481,Reltio,2000000000.0,04-11-2021,Data management & analytics,Redwood City,United States,North America,2011,237000000,"Crosslink Capital, .406 Ventures, Sapphire Ventures"
476,476,476,482,Spotter,2000000000.0,16-02-2022,Fintech,Los Angeles,United States,North America,2019,231000000,"SoftBank Group, Access Industries, Crossbeam Venture Partners"
477,477,477,483,Vestiaire Collective,2000000000.0,01-03-2021,E-commerce & direct-to-consumer,Paris,France,Europe,2009,663000000,"Eurazeo, IDInvest Partners, Balderton Capital"
478,478,478,484,Wave,2000000000.0,07-09-2021,Fintech,Dakar,Senegal,Africa,2018,200000000,"Stripe, Founders Fund, Partech Partners"
479,479,479,485,ZenBusiness,2000000000.0,09-11-2021,Fintech,Austin,United States,North America,2015,275000000,"Greycroft, Lerer Hippeau, Geekdom Fund"
480,480,480,486,Bowery Farming,2000000000.0,25-05-2021,Other,New York,United States,North America,2015,497000000,"Temasek, Google Ventures, General Catalyst"
481,481,481,487,Greenlight,2000000000.0,24-09-2020,Fintech,Atlanta,United States,North America,2014,557000000,"Relay Ventures, TTV Capital, Canapi Ventures"
482,482,482,488,KeepTruckin,2000000000.0,23-04-2019,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,417000000,"Google Ventures, Index Ventures, Scale Venture Partners"
483,483,483,489,Odoo,2000000000.0,29-07-2021,Internet software & services,Louvain-la-Neuve,Belgium,Europe,2005,229000000,"Summit Partners, Noshaq, Sofinnova Partners"
484,484,484,490,Skydance Media,2000000000.0,11-02-2020,Other,Santa Monica,United States,North America,2010,275000000,"RedBird Capital Partners, CJ ENM, Tencent Holdings"
485,485,485,491,Uptake,2000000000.0,27-10-2015,Artificial intelligence,Chicago,United States,North America,2014,218000000,"Revolution, New Enterprise Associates, Caterpillar"
486,486,486,492,MoMo,2000000000.0,10-12-2021,Fintech,Ho Chi Minh City,Vietnam,Asia,2013,434000000,"Goodwater Capital, Warburg Pincus, GS Growth"
487,487,487,493,Algolia,2000000000.0,28-07-2021,Internet software & services,San Francisco,United States,North America,2012,334000000,"Accel, Alven Capital, Storm Ventures"
488,488,488,494,Pattern,2000000000.0,06-10-2021,Internet software & services,Lehi,United States,North America,2013,277000000,"Knox Lane, Ainge Advisory, Carlson Private Capital Partners"
489,489,489,495,Spinny,2000000000.0,24-11-2021,E-commerce & direct-to-consumer,Gurugram,India,Asia,2015,509000000,"General Catalyst, Eleation Capital, Avenir Growth Capital"
490,490,490,496,Trulioo,2000000000.0,07-06-2021,Cybersecurity,Vancouver,Canada,North America,2011,474000000,"Blumberg Capital, American Express Ventures, BDC Venture Capital"
491,491,491,497,Zume,2000000000.0,01-11-2018,Consumer & retail,Mountain View,United States,North America,2015,423000000,"Softbank Group, AME Cloud Ventures, SignalFire"
492,492,492,498,AIWAYS,2000000000.0,16-04-2018,Auto & transportation,Shanghai,China,Asia,2017,792000000,"Jiangsu Sha Steel Group, Shanghai Puyin Industry, Funa Yuanchuang Technology"
493,493,493,499,Bitso,2000000000.0,05-05-2021,Fintech,Mexico City,Mexico,North America,2014,378000000,"Pantera Capital, QED Investors, Coinbase Ventures"
494,494,494,500,BloomReach,2000000000.0,23-02-2022,Artificial intelligence,Mountain View,United States,North America,2009,422000000,"Bain Capital Ventures, Sixth Street Growth, Lightspeed Venture Partners"
495,495,495,501,Current,2000000000.0,27-04-2021,Fintech,New York,United States,North America,2015,402000000,"Expa, QED Investors, Foundation Capital"
496,496,496,502,Dialpad,2000000000.0,06-10-2020,Internet software & services,San Francisco,United States,North America,2011,400000000,"Andreessen Horowitz, Google Ventures, Section 32"
497,497,497,503,G7 Networks,2000000000.0,15-02-2022,"Supply chain, logistics, & delivery",Beijing,China,Asia,2006,710000000,"Eastern Bell Capital 32, SDIC CMC Investment Management, Trustbridge Partners"
498,498,498,504,Gympass,2000000000.0,12-06-2019,Internet software & services,New York,United States,North America,2012,525000000,"General Atlantic, SoftBank Group, Atomico"
499,499,499,505,MUSINSA,2000000000.0,11-11-2019,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2001,287000000,Sequoia Capital
500,500,500,506,NuCom Group,2000000000.0,22-02-2018,Other,Unterfoehring,Germany,Europe,2016,550000000,General Atlantic
501,501,501,507,Reify Health,2000000000.0,10-08-2021,Health,Boston,United States,North America,2012,259000000,"Sierra Ventures, Battery Ventures, Asset Management Ventures"
502,502,502,508,Diamond Foundry,2000000000.0,29-03-2021,Other,San Francisco,United States,North America,2012,351000000,"Fashion Tech Lab, Fidelity Investments, Vast Ventures"
503,503,503,509,FullStory,2000000000.0,04-08-2021,Internet software & services,Atlanta,United States,North America,2014,172000000,"Google Ventures, Kleiner Perkins Caufield & Byers, Stripes Group"
504,504,504,510,Lightricks,2000000000.0,31-07-2019,Artificial intelligence,Jerusalem,Israel,Asia,2013,305000000,"Viola Ventures, Insight Partners, ClalTech, Goldman Sachs"
505,505,505,511,Opentrons,2000000000.0,23-09-2021,Hardware,New York,United States,North America,2016,240000000,"SOSV, Khosla Ventures, Lerer Hippeau"
506,506,506,512,ZocDoc,2000000000.0,20-08-2015,Health,New York,United States,North America,2007,374000000,"Founders Fund, Khosla Ventures, Goldman Sachs"
507,507,507,513,Accelerant,2000000000.0,12-01-2022,Other,Colchester,United Kingdom,Europe,2018,193000000,"Deer Park Road, Altamont Capital Partners, Eldridge"
508,508,508,514,Huaqin Telecom Technology,2000000000.0,08-10-2019,Mobile & telecommunications,Shanghai,China,Asia,2005,298000000,"Zhangjiang Haocheng Venture Capital, Walden International, Intel Capital"
509,509,509,515,Addepar,2000000000.0,15-06-2021,Fintech,Mountain View,United States,North America,2009,676000000,"8VC, D1 Capital Partners, Sway Ventures"
510,510,510,516,YITU Technology,2000000000.0,08-03-2018,Artificial intelligence,Shanghai,China,Asia,2012,401000000,"Sequoia Capital China, Banyan Capital"
511,511,511,517,CloudWalk,2000000000.0,08-09-2021,Fintech,Sao Paulo,Brazil,South America,2015,345000000,"Plug and Play Ventures, Valor Capital Group, DST Global"
512,512,512,518,Retool,2000000000.0,22-12-2021,Internet software & services,San Francisco,United States,North America,2000,96000000,Sequoia Capital
513,513,513,519,Volocopter,2000000000.0,04-03-2022,Auto & transportation,Bruchsal,Germany,Europe,2011,599000000,"btov Partners, Geely, Intel Capital"
514,514,514,520,Acorns,2000000000.0,09-03-2022,Fintech,Irvine,United States,North America,2012,507000000,"e.ventures, Bain Capital Ventures, Greycroft"
515,515,515,521,Aledade,2000000000.0,19-01-2021,Health,Bethesda,United States,North America,2014,295000000,"Venrock, CVF Capital Partners, ARCH Venture Partners"
516,516,516,522,CoinSwitch Kuber,2000000000.0,06-10-2021,Fintech,Bangalore,India,Asia,2017,301000000,"Tiger Global Management, Sequoia Capital India, Ribbit Capital"
517,517,517,523,ConcertAI,2000000000.0,29-03-2022,Artificial Intelligence,Boston,United States,North America,2018,300000000,"Sixth Street Partners, Declaration Partners, Maverick Ventures Israel"
518,518,518,524,Eightfold.ai,2000000000.0,27-10-2020,Internet software & services,Santa Clara,United States,North America,2016,397000000,"Foundation Capital, Institutional Venture Partners, General Catalyst"
519,519,519,525,FirstCry,2000000000.0,07-02-2020,E-commerce & direct-to-consumer,Pune,India,Asia,2010,441000000,"SoftBank Group, SAIF Partners India, Valiant Capital Partners"
520,520,520,526,Forto,2000000000.0,21-06-2021,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,2016,593000000,"Cherry Ventures, Northzone Ventures, Global Founders Capital"
521,521,521,527,GoCardless,2000000000.0,08-02-2022,Fintech,London,United Kingdom,Europe,2011,529000000,"Accel, Passion Capital, Balderton Capital"
522,522,522,528,InVision,2000000000.0,01-11-2017,Internet software & services,New York,United States,North America,2011,349000000,"FirstMark Capital, Tiger Global Management, ICONIQ Capital"
523,523,523,529,Jeeves,2000000000.0,14-03-2022,Fintech,Orlando,United States,North America,2019,268000000,"Tencent Holdings, CRV, Clocktower Technology Ventures"
524,524,524,530,Medable,2000000000.0,26-10-2021,Internet software & services,Palo Alto,United States,North America,2013,507000000,"GSR Ventures, Sapphire Ventures, Streamlined Ventures"
525,525,525,531,Moveworks,2000000000.0,30-06-2021,Artificial intelligence,Mountain View,United States,North America,2016,305000000,"Lightspeed Venture Partners, Sapphire Ventures, Kleiner Perkins Caufield & Byers"
526,526,526,532,MX Technologies,2000000000.0,13-01-2021,Fintech,Lehi,United States,North America,2010,450000000,"Point72 Ventures, Pelion Venture Partners, Commerce Ventures"
527,527,527,533,PayFit,2000000000.0,06-01-2022,Fintech,London,United Kingdom,Europe,2016,496000000,"Accel, frst, Kima Ventures"
528,528,528,534,ReCharge,2000000000.0,06-05-2021,Fintech,Los Angeles,United States,North America,2017,277000000,"ICONIQ Growth, Bain Capital Ventures, Summit Partners"
